Order_ID,Order_Date,Product,Category,Region,Sales_Representative,Quantity,Cost_Amount,Sales_Amount
100983,2023-06-05,Tablet,Electronics,West,Neha,1,25190,35779.75
100984,2023-07-06,Headphones,Accessories,North,Karan,4,137048,190694.1
100985,2022-08-25,Smartwatch,Wearables,South,Neha,3,113997,169384.16
100986,2023-05-09,Keyboard,Accessories,North,Sneha,5,114760,162164.27
100987,2022-01-04,Camera,Electronics,North,Priya,3,24510,29888.75
100988,2023-10-28,Mouse,Accessories,West,Amit,1,21651,29370.71
100989,2023-03-18,Tablet,Electronics,North,Amit,1,17841,24422.48
100990,2022-01-29,Headphones,Accessories,North,Vikram,2,60208,90264.33
100991,2023-09-02,Keyboard,Accessories,West,Vikram,5,43935,50766.68
100992,2024-03-15,Laptop,Electronics,East,Neha,2,38076,44797.56
100993,2022-03-16,Smartwatch,Wearables,South,Priya,3,52545,61068.09
100994,2024-04-17,Smartphone,Electronics,South,Priya,4,65408,87360.5
100995,2022-05-08,Headphones,Accessories,North,Anjali,2,43516,50222.7
100996,2022-02-11,Keyboard,Accessories,East,Neha,1,38830,52902.11
100997,2022-02-10,Headphones,Accessories,West,Rahul,5,13740,19531.54
100998,2024-07-22,Mouse,Accessories,North,Karan,3,20076,25559.1
100999,2022-02-03,Camera,Electronics,West,Neha,1,27910,36960.49
101000,2024-11-06,Smartwatch,Wearables,South,Anjali,4,41580,60918.39
101001,2024-09-24,Tablet,Electronics,West,Anjali,5,34530,45849.84
101002,2023-08-11,Tablet,Electronics,South,Sneha,4,137696,162955.26
101003,2022-12-08,Tablet,Electronics,West,Priya,4,23180,28680.09
101004,2022-01-27,Mouse,Accessories,West,Karan,5,63820,83727.9
101005,2023-10-08,Smartphone,Electronics,East,Neha,5,142690,165799.94
101006,2024-01-01,Keyboard,Accessories,West,Karan,4,157688,212091.61
101007,2022-06-17,Smartwatch,Wearables,North,Rahul,3,28908,43353.28
101008,2023-09-02,Smartwatch,Wearables,East,Anjali,5,68565,93317.92
101009,2022-09-25,Tablet,Electronics,North,Priya,1,12572,15701.98
101010,2024-03-31,Tablet,Electronics,West,Rahul,2,73106,90117.66
101011,2023-03-31,Camera,Electronics,West,Vikram,3,83793,123397.03
101012,2024-06-24,Mouse,Accessories,East,Rahul,5,12515,18129.3
101013,2024-07-10,Laptop,Electronics,South,Priya,5,102495,132110.26
101014,2024-09-07,Laptop,Electronics,East,Vikram,3,95337,118348.09
101015,2023-12-03,Headphones,Accessories,South,Sneha,2,21876,30280.45
101016,2023-09-26,Headphones,Accessories,South,Rahul,4,58908,72209.48
101017,2022-05-10,Smartwatch,Wearables,West,Neha,1,4172,4788.46
101018,2024-10-16,Smartwatch,Wearables,North,Neha,5,39790,48705.38
101019,2024-03-29,Smartphone,Electronics,East,Karan,2,38078,48500.65
101020,2023-11-24,Smartphone,Electronics,East,Neha,1,3979,4783.41
101021,2024-03-04,Laptop,Electronics,West,Neha,3,46161,54780.44
101022,2022-01-29,Mouse,Accessories,West,Vikram,5,2755,3037.27
101023,2022-05-29,Headphones,Accessories,East,Anjali,4,10636,14383.46
101024,2022-01-11,Laptop,Electronics,East,Vikram,3,14670,19742.59
101025,2023-11-07,Mouse,Accessories,North,Karan,5,102675,120664.7
101026,2022-07-06,Laptop,Electronics,West,Amit,2,57982,85666.09
101027,2024-03-17,Headphones,Accessories,North,Priya,1,16580,20954.27
101028,2024-01-14,Keyboard,Accessories,West,Neha,1,35380,39278.58
101029,2022-04-08,Smartphone,Electronics,West,Karan,5,113245,134524.73
101030,2022-02-24,Camera,Electronics,North,Anjali,3,47517,65422.69
101031,2023-09-15,Camera,Electronics,South,Rahul,4,119220,140756.85
101032,2023-10-26,Camera,Electronics,South,Rahul,2,3708,4158.76
101033,2024-01-28,Headphones,Accessories,South,Vikram,5,30600,41220.72
101034,2023-02-10,Tablet,Electronics,West,Sneha,2,8508,11122.87
101035,2022-03-10,Tablet,Electronics,North,Neha,1,17093,24007.23
101036,2024-01-21,Tablet,Electronics,South,Priya,4,66668,93938.72
101037,2024-08-15,Smartwatch,Wearables,East,Karan,2,46110,68426.05
101038,2022-12-31,Smartphone,Electronics,South,Vikram,5,167525,188098.25
101039,2023-04-27,Smartphone,Electronics,North,Sneha,4,36764,41013.76
101040,2022-07-20,Keyboard,Accessories,West,Sneha,3,30768,45994.43
101041,2022-06-03,Keyboard,Accessories,North,Karan,5,184040,249915.12
101042,2022-03-14,Smartwatch,Wearables,West,Vikram,2,19654,27243.36
101043,2023-12-14,Laptop,Electronics,North,Vikram,4,116080,132167.85
101044,2022-10-23,Mouse,Accessories,North,Karan,5,147000,165804.99
101045,2024-11-06,Keyboard,Accessories,East,Anjali,4,68132,79312.56
101046,2022-03-02,Camera,Electronics,South,Anjali,4,129524,164609.23
101047,2024-07-27,Tablet,Electronics,South,Karan,4,113128,129426.4
101048,2022-02-11,Camera,Electronics,North,Karan,2,4248,5431.21
101049,2022-01-25,Tablet,Electronics,South,Priya,5,106560,141150.91
101050,2024-11-28,Camera,Electronics,East,Karan,1,8029,8832.97
101051,2022-05-11,Laptop,Electronics,North,Vikram,1,21153,24234.96
101052,2022-04-18,Mouse,Accessories,South,Priya,2,56720,70904.43
101053,2022-06-21,Camera,Electronics,South,Priya,2,28308,31742.66
101054,2022-04-12,Camera,Electronics,West,Priya,4,10432,12032.39
101055,2024-05-15,Headphones,Accessories,South,Rahul,5,22235,26520.1
101056,2023-06-08,Mouse,Accessories,South,Amit,5,41995,53410.94
101057,2022-10-02,Camera,Electronics,West,Sneha,3,41616,57677.07
101058,2024-12-03,Headphones,Accessories,North,Neha,3,114546,132080.18
101059,2024-03-27,Smartphone,Electronics,North,Rahul,1,30873,43073.5
101060,2024-08-14,Mouse,Accessories,East,Vikram,3,119805,172761.72
101061,2024-11-06,Smartwatch,Wearables,West,Amit,3,8289,11277.94
101062,2022-11-26,Mouse,Accessories,North,Sneha,1,26688,29823.58
101063,2022-01-12,Mouse,Accessories,South,Anjali,1,37083,47327.6
101064,2022-08-04,Camera,Electronics,South,Rahul,3,89385,121923.5
101065,2022-12-05,Smartphone,Electronics,South,Sneha,5,5385,8031.22
101066,2023-10-23,Mouse,Accessories,East,Priya,3,46587,68982.46
101067,2023-01-09,Keyboard,Accessories,North,Priya,4,144124,181348.53
101068,2024-09-02,Keyboard,Accessories,West,Karan,4,122264,164612.88
101069,2023-12-11,Headphones,Accessories,North,Vikram,4,72452,105513.74
101070,2023-04-11,Camera,Electronics,West,Priya,2,40120,57468.63
101071,2023-05-04,Camera,Electronics,West,Rahul,4,37780,48803.02
101072,2022-02-16,Mouse,Accessories,North,Sneha,5,149590,180180.64
101073,2024-02-17,Laptop,Electronics,South,Neha,2,35142,40583.39
101074,2024-11-05,Smartphone,Electronics,South,Vikram,2,35260,45668.47
101075,2023-12-12,Tablet,Electronics,West,Anjali,4,84884,117915.62
101076,2023-02-05,Tablet,Electronics,South,Anjali,3,9636,14337.48
101077,2024-09-07,Laptop,Electronics,East,Sneha,1,17591,25414.17
101078,2022-09-07,Headphones,Accessories,East,Priya,3,49071,57987.02
101079,2023-01-26,Tablet,Electronics,West,Anjali,3,104403,144902.1
101080,2022-12-01,Mouse,Accessories,South,Sneha,2,34106,41460.63
101081,2023-09-21,Tablet,Electronics,West,Amit,2,35808,49178.31
101082,2022-05-17,Keyboard,Accessories,East,Sneha,2,15186,20748.97
101083,2024-06-01,Keyboard,Accessories,East,Rahul,5,68280,82548.62
101084,2023-11-19,Smartwatch,Wearables,East,Amit,5,71425,85263.98
101085,2024-04-06,Smartphone,Electronics,North,Vikram,1,25771,29419.53
101086,2023-12-28,Headphones,Accessories,East,Karan,2,30388,34041.12
101087,2023-08-17,Camera,Electronics,South,Karan,4,146456,211391.72
101088,2024-09-16,Smartphone,Electronics,North,Sneha,2,9026,10108.58
101089,2023-01-07,Headphones,Accessories,East,Neha,5,166495,189054.48
101090,2024-07-23,Tablet,Electronics,South,Rahul,2,50504,60379.59
101091,2024-09-21,Smartwatch,Wearables,East,Neha,5,58280,84801.09
101092,2023-02-06,Smartphone,Electronics,South,Amit,2,21608,26646.47
101093,2023-09-07,Tablet,Electronics,South,Neha,4,157752,185629.91
101094,2024-09-21,Headphones,Accessories,East,Vikram,1,12578,17435.9
101095,2023-09-12,Smartphone,Electronics,East,Amit,4,106312,130511.58
101096,2022-07-07,Camera,Electronics,North,Vikram,5,14075,17359.35
101097,2022-05-11,Smartphone,Electronics,East,Anjali,3,83160,116057.32
101098,2024-03-15,Tablet,Electronics,South,Neha,4,128924,154794.04
101099,2024-07-24,Mouse,Accessories,West,Karan,2,66666,97245.96
101100,2024-09-12,Mouse,Accessories,North,Rahul,1,12920,17113.43
101101,2022-07-02,Smartphone,Electronics,South,Neha,2,37624,49480.55
101102,2024-09-09,Camera,Electronics,South,Sneha,2,43790,52806.4
101103,2022-12-30,Smartwatch,Wearables,West,Vikram,4,63268,90728.7
101104,2022-02-08,Smartwatch,Wearables,East,Amit,1,17468,23216.72
101105,2023-05-12,Mouse,Accessories,South,Vikram,3,70062,81426.52
101106,2024-09-08,Tablet,Electronics,West,Sneha,2,11488,13584.78
101107,2024-07-09,Headphones,Accessories,West,Rahul,1,31429,40458.63
101108,2023-12-23,Tablet,Electronics,East,Anjali,3,73662,104000.19
101109,2022-01-16,Smartwatch,Wearables,West,Sneha,2,38176,56337.01
101110,2023-05-08,Laptop,Electronics,West,Karan,1,35160,48007.44
101111,2024-06-12,Laptop,Electronics,West,Anjali,4,30072,39167.5
101112,2022-11-07,Smartphone,Electronics,West,Vikram,2,22242,26696.91
101113,2024-01-09,Camera,Electronics,West,Karan,2,2946,4033.51
101114,2023-06-30,Mouse,Accessories,West,Priya,1,39883,59541.17
101115,2023-02-18,Keyboard,Accessories,South,Rahul,2,75194,97037.03
101116,2022-09-08,Keyboard,Accessories,North,Anjali,3,104235,121418.84
101117,2024-01-29,Keyboard,Accessories,East,Neha,2,51692,58997.95
101118,2024-11-28,Smartphone,Electronics,North,Karan,5,34720,41931.43
101119,2024-03-24,Laptop,Electronics,East,Anjali,3,76143,101100.91
101120,2022-01-29,Smartwatch,Wearables,North,Neha,1,25346,37479.69
101121,2024-08-15,Smartphone,Electronics,East,Vikram,3,35718,43564.03
101122,2023-04-22,Keyboard,Accessories,West,Neha,5,129695,158507.58
101123,2022-11-14,Keyboard,Accessories,North,Vikram,5,32360,41824.39
101124,2022-09-02,Mouse,Accessories,North,Amit,2,76746,112618.38
101125,2024-01-18,Tablet,Electronics,East,Sneha,2,22862,28980.37
101126,2023-11-28,Keyboard,Accessories,East,Neha,4,32808,39018.28
101127,2022-09-29,Camera,Electronics,South,Vikram,3,59394,69209.0
101128,2023-01-12,Keyboard,Accessories,West,Priya,4,88160,113092.19
101129,2022-09-23,Tablet,Electronics,West,Rahul,5,162700,231078.09
101130,2024-07-14,Keyboard,Accessories,South,Anjali,2,63000,76642.08
101131,2024-07-09,Camera,Electronics,East,Rahul,2,60610,79096.6
101132,2022-12-06,Smartwatch,Wearables,West,Amit,2,6198,8312.78
101133,2023-01-24,Smartphone,Electronics,East,Priya,1,22600,28932.25
101134,2023-07-31,Camera,Electronics,West,Sneha,5,155045,182437.75
101135,2022-01-03,Tablet,Electronics,North,Priya,2,71006,104286.39
101136,2023-01-11,Smartphone,Electronics,North,Vikram,5,98415,130515.97
101137,2022-11-20,Smartphone,Electronics,West,Rahul,2,77482,107828.12
101138,2022-05-26,Tablet,Electronics,West,Priya,3,1554,2104.76
101139,2022-10-20,Mouse,Accessories,West,Sneha,5,6790,10179.7
101140,2023-03-08,Laptop,Electronics,South,Karan,4,105968,135906.51
101141,2023-12-06,Keyboard,Accessories,West,Neha,1,33080,42011.23
101142,2024-08-06,Camera,Electronics,South,Anjali,4,23520,29260.2
101143,2023-08-08,Tablet,Electronics,South,Vikram,5,181500,225904.23
101144,2023-02-03,Smartwatch,Wearables,North,Neha,2,38830,46996.26
101145,2024-03-27,Headphones,Accessories,West,Rahul,5,189935,283430.89
101146,2024-08-21,Tablet,Electronics,North,Rahul,1,13443,19469.67
101147,2022-07-06,Keyboard,Accessories,North,Sneha,5,190655,233870.62
101148,2022-03-02,Keyboard,Accessories,South,Priya,2,74612,91182.7
101149,2024-07-27,Smartphone,Electronics,East,Sneha,4,77344,88281.49
101150,2023-12-11,Smartphone,Electronics,South,Amit,3,108342,157183.91
101151,2024-03-17,Tablet,Electronics,North,Rahul,4,47576,59408.46
101152,2022-01-11,Headphones,Accessories,South,Vikram,2,14244,18930.93
101153,2024-12-21,Mouse,Accessories,South,Anjali,2,51560,75285.39
101154,2022-08-14,Tablet,Electronics,South,Vikram,1,12282,15515.12
101155,2023-07-18,Headphones,Accessories,West,Rahul,5,8295,11801.69
101156,2024-02-11,Mouse,Accessories,South,Rahul,5,25630,32604.29
101157,2024-06-03,Headphones,Accessories,North,Sneha,4,95760,132184.84
101158,2022-08-14,Keyboard,Accessories,South,Vikram,3,110970,141206.41
101159,2024-04-04,Keyboard,Accessories,West,Sneha,3,36390,45746.0
101160,2022-08-06,Keyboard,Accessories,North,Priya,1,7089,10607.16
101161,2024-07-25,Smartwatch,Wearables,South,Karan,2,47466,63838.92
101162,2024-01-23,Keyboard,Accessories,North,Rahul,1,35511,44280.67
101163,2023-05-21,Camera,Electronics,West,Karan,5,43385,52197.7
101164,2022-09-16,Smartphone,Electronics,East,Sneha,2,70056,78175.95
101165,2022-02-23,Smartphone,Electronics,West,Anjali,1,38710,53521.47
101166,2024-12-06,Headphones,Accessories,West,Priya,4,107488,134237.78
101167,2023-12-28,Smartphone,Electronics,North,Sneha,5,120040,171477.34
101168,2023-11-20,Laptop,Electronics,North,Amit,3,46395,57787.17
101169,2024-11-09,Mouse,Accessories,East,Vikram,1,3736,4667.5
101170,2023-02-23,Headphones,Accessories,East,Neha,5,80555,113717.27
101171,2023-11-21,Smartphone,Electronics,East,Neha,5,113910,147603.06
101172,2024-04-29,Laptop,Electronics,West,Sneha,3,48987,71225.04
101173,2022-03-03,Mouse,Accessories,West,Neha,3,27540,36794.94
101174,2022-08-04,Smartwatch,Wearables,East,Neha,3,35520,42491.08
101175,2022-01-03,Smartphone,Electronics,East,Priya,1,31593,41933.67
101176,2022-06-09,Laptop,Electronics,East,Neha,3,64821,71406.86
101177,2024-02-20,Tablet,Electronics,South,Priya,4,38592,47273.62
101178,2024-06-11,Camera,Electronics,South,Amit,5,89995,106480.37
101179,2022-11-25,Tablet,Electronics,East,Rahul,3,55995,76247.0
101180,2023-08-03,Laptop,Electronics,West,Anjali,5,128630,148492.46
101181,2024-08-09,Headphones,Accessories,North,Rahul,2,37520,45625.78
101182,2023-09-27,Keyboard,Accessories,West,Rahul,2,50832,62651.63
101183,2024-09-14,Keyboard,Accessories,North,Vikram,3,92940,102356.43
101184,2024-07-09,Keyboard,Accessories,East,Priya,5,163455,182858.19
101185,2024-01-08,Mouse,Accessories,South,Priya,2,20092,24601.66
101186,2022-06-19,Headphones,Accessories,South,Priya,3,109632,130346.15
101187,2023-06-05,Mouse,Accessories,North,Amit,5,112105,128557.83
101188,2022-02-09,Smartphone,Electronics,East,Anjali,3,112320,130478.17
101189,2024-08-12,Keyboard,Accessories,South,Karan,5,66680,95633.44
101190,2024-09-10,Tablet,Electronics,East,Priya,2,18978,26063.02
101191,2024-09-01,Headphones,Accessories,East,Priya,3,42720,55264.6
101192,2022-02-07,Headphones,Accessories,North,Rahul,2,61360,89803.42
101193,2022-11-24,Keyboard,Accessories,East,Sneha,3,40806,45368.97
101194,2024-07-02,Tablet,Electronics,East,Vikram,1,15857,19630.55
101195,2023-03-30,Smartwatch,Wearables,North,Anjali,2,61510,87919.53
101196,2022-02-06,Headphones,Accessories,South,Neha,2,73188,98900.09
101197,2024-08-30,Keyboard,Accessories,West,Neha,4,102884,153572.37
101198,2024-03-06,Camera,Electronics,East,Amit,2,2438,3602.89
101199,2024-08-30,Laptop,Electronics,North,Neha,5,92030,107488.92
101200,2023-08-16,Mouse,Accessories,South,Karan,3,70920,105585.33
101201,2024-11-29,Smartphone,Electronics,East,Rahul,1,1569,2319.32
101202,2022-08-12,Headphones,Accessories,West,Amit,5,41245,51533.33
101203,2022-11-14,Camera,Electronics,South,Anjali,5,67175,100302.49
101204,2022-12-15,Camera,Electronics,North,Neha,5,190775,212587.77
101205,2022-04-25,Headphones,Accessories,East,Anjali,5,156100,212967.26
101206,2023-11-29,Smartwatch,Wearables,North,Neha,1,28437,34308.08
101207,2024-11-29,Laptop,Electronics,West,Sneha,4,76160,87719.96
101208,2022-02-09,Smartphone,Electronics,West,Rahul,2,16888,22478.16
101209,2022-08-04,Headphones,Accessories,North,Amit,5,66235,80974.95
101210,2022-12-02,Mouse,Accessories,East,Rahul,2,22010,30081.73
101211,2022-04-02,Smartphone,Electronics,North,Amit,2,24394,32102.32
101212,2022-12-19,Tablet,Electronics,South,Vikram,5,187035,235109.68
101213,2023-07-25,Camera,Electronics,North,Vikram,4,62884,73745.88
101214,2024-03-26,Camera,Electronics,West,Neha,2,15174,20340.75
101215,2024-02-20,Headphones,Accessories,East,Rahul,3,65886,94328.48
101216,2022-12-29,Headphones,Accessories,East,Rahul,2,46578,62414.6
101217,2023-07-11,Mouse,Accessories,West,Karan,5,169500,227843.43
101218,2022-12-22,Tablet,Electronics,West,Vikram,1,2699,3521.48
101219,2022-07-10,Smartwatch,Wearables,South,Sneha,2,44474,55828.04
101220,2023-02-26,Headphones,Accessories,West,Rahul,4,26292,33732.19
101221,2023-12-01,Camera,Electronics,West,Anjali,3,51732,77381.59
101222,2022-01-07,Smartphone,Electronics,West,Anjali,3,33177,46443.4
101223,2022-05-13,Laptop,Electronics,East,Amit,1,33195,42231.47
101224,2023-07-11,Keyboard,Accessories,West,Karan,1,8901,11419.26
101225,2024-04-05,Smartphone,Electronics,North,Anjali,2,24318,31609.82
101226,2024-01-31,Smartwatch,Wearables,North,Rahul,5,71970,98147.34
101227,2024-11-20,Laptop,Electronics,East,Rahul,4,118640,152616.51
101228,2023-06-19,Smartphone,Electronics,South,Karan,3,89316,122762.31
101229,2023-03-02,Smartphone,Electronics,South,Neha,1,25012,30806.66
101230,2023-11-03,Tablet,Electronics,East,Rahul,4,136580,172672.06
101231,2022-12-29,Keyboard,Accessories,North,Priya,5,108395,156698.12
101232,2022-03-23,Mouse,Accessories,East,Sneha,3,33573,41347.24
101233,2022-12-22,Smartwatch,Wearables,West,Neha,3,49830,74036.15
101234,2023-08-12,Camera,Electronics,East,Rahul,5,178955,209198.75
101235,2022-10-22,Tablet,Electronics,South,Neha,3,91035,108939.03
101236,2024-12-05,Laptop,Electronics,North,Amit,5,197690,254124.94
101237,2022-01-17,Keyboard,Accessories,South,Neha,3,76401,108410.23
101238,2022-12-26,Camera,Electronics,South,Karan,2,57956,80711.28
101239,2024-05-15,Tablet,Electronics,North,Rahul,5,27940,32683.83
101240,2023-12-01,Keyboard,Accessories,West,Neha,4,30264,36155.61
101241,2023-03-24,Mouse,Accessories,North,Anjali,2,79626,105910.96
101242,2024-05-05,Smartwatch,Wearables,North,Priya,4,11284,13744.66
101243,2022-12-31,Headphones,Accessories,East,Amit,3,75099,95295.38
101244,2023-11-06,Mouse,Accessories,North,Amit,4,100036,129510.37
101245,2024-10-04,Headphones,Accessories,East,Vikram,2,17588,23527.44
101246,2023-04-12,Laptop,Electronics,South,Neha,5,193005,231687.16
101247,2023-02-18,Headphones,Accessories,North,Karan,1,25559,29782.78
101248,2023-08-09,Tablet,Electronics,West,Amit,4,126992,159936.94
101249,2024-09-20,Laptop,Electronics,East,Vikram,1,21203,24018.98
101250,2023-07-26,Camera,Electronics,East,Neha,4,154628,202671.86
101251,2022-12-01,Mouse,Accessories,West,Neha,4,14820,21279.18
101252,2022-02-06,Mouse,Accessories,East,Amit,5,177145,203289.88
101253,2024-09-15,Smartwatch,Wearables,East,Neha,3,55044,63030.46
101254,2022-10-05,Laptop,Electronics,West,Neha,2,67822,76780.41
101255,2024-07-04,Camera,Electronics,South,Sneha,2,30972,44573.18
101256,2023-04-29,Mouse,Accessories,North,Priya,2,24256,27464.63
101257,2024-01-01,Laptop,Electronics,North,Neha,3,115857,173019.08
101258,2022-07-11,Smartphone,Electronics,North,Anjali,1,5053,6282.56
101259,2024-11-06,Smartphone,Electronics,North,Sneha,2,14036,17285.4
101260,2023-06-08,Laptop,Electronics,North,Sneha,1,38991,44319.23
101261,2024-07-06,Mouse,Accessories,North,Neha,3,25338,33807.39
101262,2023-02-05,Keyboard,Accessories,East,Karan,3,3330,4443.4
101263,2024-06-04,Headphones,Accessories,North,Amit,5,24010,31153.51
101264,2023-12-06,Smartphone,Electronics,East,Anjali,2,69622,85245.74
101265,2022-01-22,Keyboard,Accessories,West,Sneha,5,173670,216641.58
101266,2023-04-19,Keyboard,Accessories,South,Anjali,2,30312,37229.24
101267,2022-07-29,Smartwatch,Wearables,East,Sneha,3,118512,150564.59
101268,2022-11-02,Camera,Electronics,South,Vikram,3,57468,71071.55
101269,2023-12-05,Tablet,Electronics,West,Anjali,4,20144,27601.45
101270,2023-11-18,Smartphone,Electronics,North,Karan,4,81424,99200.05
101271,2022-10-12,Laptop,Electronics,South,Rahul,3,110730,137342.33
101272,2023-12-17,Headphones,Accessories,South,Karan,3,50841,64780.79
101273,2024-02-02,Tablet,Electronics,West,Vikram,1,33827,37263.31
101274,2024-08-05,Camera,Electronics,West,Rahul,1,35001,45390.45
101275,2023-01-16,Keyboard,Accessories,West,Rahul,5,46805,56274.96
101276,2023-04-05,Camera,Electronics,East,Anjali,4,83112,93289.91
101277,2024-10-27,Mouse,Accessories,East,Anjali,4,8168,11961.29
101278,2022-01-29,Smartphone,Electronics,South,Karan,3,8745,10747.32
101279,2024-06-25,Camera,Electronics,West,Priya,3,40215,51090.51
101280,2024-11-22,Camera,Electronics,South,Karan,5,110505,158125.72
101281,2024-05-28,Headphones,Accessories,North,Sneha,4,154620,180397.56
101282,2022-03-20,Mouse,Accessories,West,Amit,1,22063,31773.45
101283,2024-08-04,Mouse,Accessories,East,Karan,2,14286,17095.42
101284,2023-04-04,Keyboard,Accessories,West,Priya,5,122720,163906.69
101285,2023-07-24,Headphones,Accessories,South,Karan,2,23492,32284.38
101286,2024-01-08,Headphones,Accessories,East,Priya,1,2958,4324.61
101287,2023-05-31,Laptop,Electronics,North,Amit,1,6528,8767.46
101288,2023-02-01,Camera,Electronics,North,Neha,2,77430,99210.5
101289,2022-02-08,Camera,Electronics,South,Priya,5,176080,233994.08
101290,2024-06-05,Mouse,Accessories,West,Priya,2,13612,16073.5
101291,2024-03-07,Camera,Electronics,North,Sneha,5,140890,193812.47
101292,2022-06-06,Smartwatch,Wearables,South,Priya,5,127040,149240.53
101293,2024-06-02,Headphones,Accessories,East,Amit,3,38589,51049.35
101294,2024-08-31,Tablet,Electronics,East,Rahul,4,58264,79183.19
101295,2024-11-11,Mouse,Accessories,South,Priya,4,132844,193876.95
101296,2024-04-28,Smartphone,Electronics,West,Vikram,1,689,881.97
101297,2024-01-18,Mouse,Accessories,West,Amit,3,36756,51830.86
101298,2024-09-15,Keyboard,Accessories,West,Sneha,4,31928,37260.37
101299,2022-01-21,Tablet,Electronics,West,Anjali,5,85895,99851.1
101300,2022-10-30,Keyboard,Accessories,South,Vikram,5,125260,164080.48
101301,2024-05-18,Laptop,Electronics,South,Sneha,2,2598,3477.52
101302,2022-03-25,Laptop,Electronics,East,Neha,2,51762,70030.69
101303,2023-07-24,Keyboard,Accessories,East,Priya,5,52170,72947.73
101304,2024-07-22,Camera,Electronics,West,Rahul,5,97920,119263.88
101305,2024-10-05,Tablet,Electronics,North,Anjali,2,20818,28084.38
101306,2024-03-03,Camera,Electronics,North,Amit,4,105724,124252.73
101307,2024-03-02,Mouse,Accessories,East,Neha,1,26368,31314.61
101308,2023-05-07,Smartwatch,Wearables,East,Rahul,2,28692,32333.69
101309,2022-07-27,Laptop,Electronics,South,Anjali,4,91028,127329.99
101310,2024-12-19,Laptop,Electronics,East,Neha,4,114052,148586.62
101311,2023-03-06,Tablet,Electronics,East,Anjali,4,151928,181595.63
101312,2024-09-11,Laptop,Electronics,West,Rahul,3,70125,92739.97
101313,2023-06-04,Smartwatch,Wearables,North,Karan,3,75651,93935.55
101314,2023-08-14,Smartwatch,Wearables,North,Karan,4,47632,68346.39
101315,2024-11-16,Smartwatch,Wearables,South,Karan,5,180535,236728.17
101316,2022-07-18,Smartphone,Electronics,North,Anjali,3,110343,122693.06
101317,2023-01-22,Smartwatch,Wearables,West,Neha,2,55652,83146.21
101318,2022-12-15,Smartwatch,Wearables,West,Karan,3,42303,47790.52
101319,2024-08-17,Smartphone,Electronics,South,Amit,5,8175,11268.28
101320,2023-11-24,Camera,Electronics,East,Amit,1,23241,29630.01
101321,2023-01-13,Mouse,Accessories,East,Karan,3,37239,44676.64
101322,2024-06-17,Headphones,Accessories,West,Rahul,4,42404,58118.21
101323,2024-07-04,Laptop,Electronics,South,Rahul,4,76524,88030.07
101324,2023-06-11,Smartwatch,Wearables,West,Neha,4,28192,40689.48
101325,2024-01-04,Laptop,Electronics,North,Rahul,1,37784,45350.05
101326,2022-07-25,Tablet,Electronics,North,Vikram,5,186850,232550.05
101327,2023-03-31,Laptop,Electronics,West,Vikram,2,55430,74999.97
101328,2023-06-05,Keyboard,Accessories,East,Anjali,5,188895,207862.27
101329,2024-10-13,Camera,Electronics,North,Vikram,1,19715,25414.6
101330,2024-08-13,Mouse,Accessories,South,Priya,4,104328,152078.88
101331,2023-12-27,Smartphone,Electronics,East,Anjali,5,72620,99646.71
101332,2024-10-10,Laptop,Electronics,North,Rahul,2,23826,29905.45
101333,2023-05-16,Laptop,Electronics,West,Anjali,4,67276,91775.89
101334,2022-04-27,Laptop,Electronics,East,Amit,2,39892,58825.85
101335,2023-01-21,Headphones,Accessories,East,Sneha,3,97608,114701.32
101336,2023-08-07,Headphones,Accessories,North,Rahul,2,26242,34448.48
101337,2023-01-30,Tablet,Electronics,South,Vikram,4,44044,52583.91
101338,2024-12-23,Smartphone,Electronics,North,Neha,3,61269,88330.9
101339,2023-12-22,Laptop,Electronics,North,Rahul,4,44232,61412.6
101340,2022-03-13,Laptop,Electronics,North,Vikram,4,130940,185991.15
101341,2022-10-01,Laptop,Electronics,North,Neha,3,3078,4546.84
101342,2022-12-04,Laptop,Electronics,North,Priya,2,4506,5375.31
101343,2023-08-30,Headphones,Accessories,West,Karan,1,26748,29944.06
101344,2022-06-15,Camera,Electronics,North,Priya,1,15156,18435.17
101345,2022-01-11,Camera,Electronics,South,Amit,1,23766,29936.98
101346,2023-12-30,Tablet,Electronics,East,Sneha,1,10720,14472.69
101347,2024-03-11,Keyboard,Accessories,West,Priya,5,92690,131534.69
101348,2022-04-12,Smartwatch,Wearables,South,Priya,1,13241,16417.8
101349,2024-02-18,Smartphone,Electronics,North,Amit,3,16023,20660.04
101350,2022-08-02,Camera,Electronics,South,Amit,1,37309,52761.9
101351,2023-02-05,Keyboard,Accessories,East,Karan,4,124300,147933.34
101352,2023-08-11,Mouse,Accessories,South,Karan,1,14918,17705.47
101353,2024-06-07,Mouse,Accessories,North,Rahul,2,75370,100671.2
101354,2024-12-05,Laptop,Electronics,East,Neha,3,85143,108508.17
101355,2023-08-15,Mouse,Accessories,North,Amit,3,45261,66966.31
101356,2022-04-02,Camera,Electronics,North,Anjali,5,113840,141481.74
101357,2023-11-04,Tablet,Electronics,West,Priya,4,3792,5323.29
101358,2023-12-15,Smartwatch,Wearables,East,Priya,3,113559,151401.07
101359,2024-07-24,Camera,Electronics,East,Karan,2,17216,19313.43
101360,2022-08-30,Tablet,Electronics,North,Neha,1,11943,13540.43
101361,2022-01-02,Mouse,Accessories,South,Vikram,3,68805,81276.77
